race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,22
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Hispanic,8 1/3 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,35
Hispanic,17 1/2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
White,50 years,No,Some prison sentence,Robbery,Male,b2,10
White,Fine,No,Probation/not sentenced/unknown,Assault,Male,b2,4
White,Probation,No,Probation/not sentenced/unknown,Other Nonviolent Misdemeanor,Male,NA,2
White,40 to 80 years,No,Some prison sentence,Other Violent Felony,Male,b3,3
Asian,Not sentenced,No,Probation/not sentenced/unknown,Other Nonviolent Felony,Male,b8,0
White,15 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,35 years,No,Some prison sentence,Murder,Male,b1,18
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,33
Hispanic,1 year,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Black,25 to life,No,Some prison sentence,Murder,Male,b1,15
White,22 years,No,Some prison sentence,Manslaughter,Male,b1,2
Black,5 to 10 years,No,Some prison sentence,Sexual Assault,Male,b1,12
Hispanic,30 years,No,Some prison sentence,Sexual Assault,Male,b1,5
Hispanic,6 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,2
White,16 years,No,Some prison sentence,Attempted Murder,Female,b1,3
Hispanic,Probation,No,Probation/not sentenced/unknown,Assault,Female,b2,2
Hispanic,Probation,No,Probation/not sentenced/unknown,Assault,Female,b2,2
Hispanic,Probation,No,Probation/not sentenced/unknown,Assault,Female,b2,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,15
Black,27 to 42 years,No,Some prison sentence,Attempted Murder,Male,b1,7
White,Life,Yes,Life in prison/death,Murder,Male,b1,33
White,Not sentenced,No,Probation/not sentenced/unknown,Perjury,Male,b6,1
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,4
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
Hispanic,45 years,No,Some prison sentence,Murder,Male,b1,4
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,25
Hispanic,10 days,No,Some prison sentence,Solicitation,Female,b7,4
White,15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Black,21 to life,No,Some prison sentence,Murder,Male,b1,25
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,11
Black,80 years,No,Some prison sentence,Murder,Male,b1,19
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,1
Hispanic,7 years,No,Some prison sentence,Immigration,Male,b6,3
Black,21 years,No,Some prison sentence,Robbery,Male,b2,2
Black,39 to 90 years,No,Some prison sentence,Murder,Male,b1,8
Hispanic,148 years,No,Some prison sentence,Murder,Male,b1,9
Hispanic,5 to 10 years,No,Some prison sentence,Sexual Assault,Male,b1,12
Hispanic,12 years,No,Some prison sentence,Murder,Male,b1,1
Black,6 years,No,Some prison sentence,Assault,Male,b2,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,5
White,Not sentenced,No,Probation/not sentenced/unknown,Arson,Male,b2,1
White,13 years and 2 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Hispanic,4 years,No,Some prison sentence,Assault,Male,b2,3
White,10 to 15 years,No,Some prison sentence,Sexual Assault,Male,b1,13
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,40 years,No,Some prison sentence,Murder,Male,b1,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
Black,50 to 100 years,No,Some prison sentence,Murder,Male,b1,38
White,22 to 32 years,No,Some prison sentence,Sexual Assault,Male,b1,11
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
White,12 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
White,14 to 28 years,No,Some prison sentence,Attempted Murder,Male,b1,3
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
White,Probation,No,Probation/not sentenced/unknown,Fraud,Male,b6,4
White,25 years,No,Some prison sentence,Sexual Assault,Male,b1,22
White,6 months,No,Some prison sentence,Fraud,Male,b6,7
White,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,1
White,23 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Hispanic,1 year and 4 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
White,11 years,No,Some prison sentence,Robbery,Male,b2,10
Black,25 years,No,Some prison sentence,Sexual Assault,Male,b1,20
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,11
Black,Life,Yes,Life in prison/death,Murder,Male,b1,12
Black,25 years,No,Some prison sentence,Robbery,Male,b2,9
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,18
Black,Life,Yes,Life in prison/death,Murder,Male,b1,21
White,Life,Yes,Life in prison/death,Murder,Male,b1,7
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,3
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,15
White,25 years,No,Some prison sentence,Murder,Male,b1,6
Black,14 years,No,Some prison sentence,Sexual Assault,Male,b1,43
Black,40 years,No,Some prison sentence,Sexual Assault,Male,b1,7
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,2 years,No,Some prison sentence,Other Nonviolent Felony,Male,b8,13
White,2 months,No,Some prison sentence,Assault,Male,b2,1
White,10 to 25 years,No,Some prison sentence,Assault,Male,b2,12
White,31 years,No,Some prison sentence,Child Sex Abuse,Male,b2,23
White,6 months to 5 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Hispanic,8 months,No,Some prison sentence,Traffic Offense,Male,b7,2
Hispanic,55 years,No,Some prison sentence,Murder,Male,b1,22
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,17
Hispanic,5 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,3
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,1
White,10 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,8 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,6
White,4 years,No,Some prison sentence,Manslaughter,Male,b1,4
Black,20 to life,No,Some prison sentence,Murder,Male,b1,26
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,7
Black,4 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
Black,20 years,No,Some prison sentence,Murder,Male,b1,17
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
White,5 years,No,Some prison sentence,Assault,Male,b2,1
Black,6 years,No,Some prison sentence,Robbery,Male,b2,6
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,8 2/3 to 11 5/12,No,Some prison sentence,Other Violent Felony,Male,b3,5
White,5 to life,No,Some prison sentence,Child Sex Abuse,Male,b2,3
White,10 years,No,Some prison sentence,Accessory to Murder,Female,b1,20
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,3
Black,10 7/12 to 13 1/2 years,No,Some prison sentence,Forgery,Male,b4,2
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,25
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,4 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,4 years and 3 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
White,15 years,No,Some prison sentence,Other Violent Felony,Female,b3,40
Black,30 years,No,Some prison sentence,Sexual Assault,Male,b1,11
Black,15 to Life,No,Some prison sentence,Murder,Male,b1,13
White,6 months,No,Some prison sentence,Fraud,Male,b6,2
White,4 years,No,Some prison sentence,Sex Offender Registration,Male,b5,2
White,3 years,No,Some prison sentence,Sex Offender Registration,Male,b5,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,26
White,12 years,No,Some prison sentence,Sexual Assault,Male,b1,6
White,Probation,No,Probation/not sentenced/unknown,Assault,Male,b2,15
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,28
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,4
White,Probation,No,Probation/not sentenced/unknown,Threats,Male,b9,1
White,5 years,No,Some prison sentence,Sexual Assault,Male,b1,20
White,10 years,No,Some prison sentence,Assault,Female,b2,5
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,24
Hispanic,55 years,No,Some prison sentence,Murder,Male,b1,21
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,10
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,34
White,30 to life,No,Some prison sentence,Murder,Male,b1,13
Hispanic,5 years,No,Some prison sentence,Manslaughter,Male,b1,1
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,4
White,46 years and 8 months,No,Some prison sentence,Murder,Male,b1,23
Black,Life,Yes,Life in prison/death,Murder,Male,b1,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,15 to 30 years,No,Some prison sentence,Murder,Male,b1,6
Black,1 year and 1 day,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,12
Black,Life,Yes,Life in prison/death,Murder,Male,b1,23
Black,12 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,0
Black,100 years,No,Some prison sentence,Child Sex Abuse,Male,b2,45
Black,37 years,No,Some prison sentence,Murder,Male,b1,15
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,7 years,No,Some prison sentence,Robbery,Male,b2,2
Black,35 years,No,Some prison sentence,Attempted Murder,Male,b1,25
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,5 years,No,Some prison sentence,Sexual Assault,Male,b1,5
White,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,6
White,20 years to Life,No,Some prison sentence,Murder,Male,b1,18
Black,10 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,6
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,23
Black,Life,Yes,Life in prison/death,Assault,Male,b2,10
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,Life,Yes,Life in prison/death,Murder,Male,b1,37
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
White,Life,Yes,Life in prison/death,Murder,Male,b1,27
White,1 year and 6 months,No,Some prison sentence,Weapon Possession or Sale,Female,NA,3
White,10 years,No,Some prison sentence,Threats,Male,b9,4
Black,40 years,No,Some prison sentence,Murder,Male,b1,31
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,19
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
Black,Death,Yes,Life in prison/death,Murder,Male,b1,8
White,38 years,No,Some prison sentence,Murder,Male,b1,2
White,16 years,No,Some prison sentence,Robbery,Male,b2,4
White,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,2
Black,Life,Yes,Life in prison/death,Murder,Male,b1,2
Black,12 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,3 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,7
Black,Death,Yes,Life in prison/death,Murder,Male,b1,14
Black,180 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,Death,Yes,Life in prison/death,Murder,Male,b1,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,18
Black,Life,Yes,Life in prison/death,Murder,Male,b1,13
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,0
White,15 to life,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,27
Black,20 years,No,Some prison sentence,Robbery,Male,b2,7
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
White,67 years,No,Some prison sentence,Murder,Male,b1,18
Black,Probation,No,Probation/not sentenced/unknown,Robbery,Male,b2,17
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,15
White,30 to 90 years,No,Some prison sentence,Child Sex Abuse,Female,b2,28
White,4 years and 8 months,No,Some prison sentence,"Attempt, Violent",Male,b3,12
Black,67 years,No,Some prison sentence,Kidnapping,Male,b3,21
Black,2 to 8 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,30
White,1 month,No,Some prison sentence,Drug Possession or Sale,Female,b5,2
Black,Death,Yes,Life in prison/death,Murder,Male,b1,13
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,20
White,10 years,No,Some prison sentence,Child Abuse,Female,b2,4
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,13
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,15
Black,78 to Life,No,Some prison sentence,Sexual Assault,Male,b1,10
White,Life,Yes,Life in prison/death,Murder,Male,b1,18
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Black,Unknown,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,0
White,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,6
Black,15 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,7 years and 6 months,No,Some prison sentence,Robbery,Male,b2,5
White,50 to Life,No,Some prison sentence,Child Sex Abuse,Male,b2,12
Black,45 years,No,Some prison sentence,Sexual Assault,Male,b1,7
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,17
White,Life,Yes,Life in prison/death,Murder,Female,b1,1
Black,Life,Yes,Life in prison/death,Kidnapping,Male,b3,32
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,20
White,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,8
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
White,20 to Life,No,Some prison sentence,Murder,Male,b1,30
White,20 to 60 years,No,Some prison sentence,Murder,Male,b1,13
White,Probation,No,Probation/not sentenced/unknown,Assault,Female,b2,6
White,Probation,No,Probation/not sentenced/unknown,Assault,Male,b2,6
Black,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,3
Black,15 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,25
White,Not sentenced,No,Probation/not sentenced/unknown,Bribery,Male,b6,1
White,Death,Yes,Life in prison/death,Murder,Male,b1,8
Black,Life,Yes,Life in prison/death,Murder,Male,b1,18
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,4
White,Life,Yes,Life in prison/death,Murder,Male,b1,6
White,20 years,No,Some prison sentence,Sexual Assault,Male,b1,4
White,Life,Yes,Life in prison/death,Murder,Female,b1,0
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,27
White,42 years,No,Some prison sentence,Robbery,Male,b2,4
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
White,Death,Yes,Life in prison/death,Murder,Male,b1,17
White,25 to Life,No,Some prison sentence,Murder,Male,b1,18
White,6 months,No,Some prison sentence,Child Sex Abuse,Male,b2,5
White,1 1/2 to 10 years,No,Some prison sentence,Child Abuse,Female,b2,4
White,Life,Yes,Life in prison/death,Murder,Male,b1,35
Black,14 years,No,Some prison sentence,Sexual Assault,Male,b1,2
White,Not sentenced,No,Probation/not sentenced/unknown,Official Misconduct,Male,b6,1
Black,2 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,2
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Black,7 to 14 years,No,Some prison sentence,Robbery,Male,b2,6
White,45 days,No,Some prison sentence,Menacing,Male,b8,3
White,5 to life,No,Some prison sentence,Murder,Male,b1,8
Black,Life,Yes,Life in prison/death,Murder,Male,b1,8
Black,25 years,No,Some prison sentence,Murder,Male,b1,31
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,Life,Yes,Life in prison/death,Murder,Male,b1,35
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,6
White,2 years,No,Some prison sentence,Sexual Assault,Male,b1,3
White,50 years,No,Some prison sentence,Murder,Male,b1,34
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,2
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,20 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,38
White,40 years,No,Some prison sentence,Child Sex Abuse,Male,b2,19
White,7 to 14 years,No,Some prison sentence,Murder,Female,b1,7
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,42
Black,6 months,No,Some prison sentence,Robbery,Female,b2,0
Black,3 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
White,46 years,No,Some prison sentence,Murder,Male,b1,15
White,30 days,No,Some prison sentence,Child Sex Abuse,Male,b2,2
White,44 years,No,Some prison sentence,Assault,Female,b2,12
Black,25 to life,No,Some prison sentence,Murder,Male,b1,28
White,120 days,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,3
Black,50 years,No,Some prison sentence,Robbery,Male,b2,10
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,19
Asian,16 years,No,Some prison sentence,Attempted Murder,Male,b1,11
Hispanic,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,5 years,No,Some prison sentence,Assault,Male,b2,3
White,7 years,No,Some prison sentence,Sexual Assault,Male,b1,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,4
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,32
Black,10 years,No,Some prison sentence,Robbery,Male,b2,2
White,1 year and 6 months,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,4
Black,3 years and 7 months,No,Some prison sentence,Sexual Assault,Male,b1,17
Black,25 years,No,Some prison sentence,Sexual Assault,Male,b1,5
Black,46 years,No,Some prison sentence,Attempted Murder,Male,b1,15
White,25 to 50 years,No,Some prison sentence,Child Sex Abuse,Female,b2,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,31
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Black,1 year,No,Some prison sentence,Sex Offender Registration,Male,b5,1
Black,60 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
White,24 years to Life,No,Some prison sentence,Murder,Male,b1,4
Black,16 years and 11 months,No,Some prison sentence,Attempted Murder,Male,b1,13
Black,28 to 60 3/4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
Black,36 years,No,Some prison sentence,Murder,Male,b1,14
Black,30 to 55 years,No,Some prison sentence,Sexual Assault,Male,b1,26
Black,60 years,No,Some prison sentence,Murder,Male,b1,17
Asian,Life,Yes,Life in prison/death,Murder,Male,b1,22
White,140 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
White,7 years and 8 months,No,Some prison sentence,Other Nonviolent Felony,Female,b8,3
Hispanic,99 years,No,Some prison sentence,Murder,Male,b1,5
Black,2 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
Native American,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
Black,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,0
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,40
White,Death,Yes,Life in prison/death,Murder,Male,b1,33
White,50 to Life,No,Some prison sentence,Murder,Male,b1,18
Black,Life without parole,Yes,Life in prison/death,Murder,Female,b1,18
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,21
Black,5 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,2 years,No,Some prison sentence,Assault,Male,b2,1
White,3 years and 7 months,No,Some prison sentence,Sex Offender Registration,Male,b5,1
White,40 years,No,Some prison sentence,Murder,Female,b1,20
Black,28 to life,No,Some prison sentence,Attempted Murder,Male,b1,8
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,25
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,18
Black,22 1/2 to Life,No,Some prison sentence,Murder,Male,b1,15
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,36
White,Life,Yes,Life in prison/death,Murder,Male,b1,17
Black,35 years,No,Some prison sentence,Murder,Male,b1,17
Black,20 to life,No,Some prison sentence,Murder,Male,b1,7
Black,80 years,No,Some prison sentence,Murder,Male,b1,14
Black,18 to 36 years,No,Some prison sentence,Robbery,Male,b2,37
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,13
White,6 years,No,Some prison sentence,Child Sex Abuse,Female,b2,16
Black,25 years,No,Some prison sentence,Attempted Murder,Male,b1,5
Black,25 to Life,No,Some prison sentence,Murder,Male,b1,13
White,20 years,No,Some prison sentence,Manslaughter,Male,b1,2
Black,7 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,Life,Yes,Life in prison/death,Murder,Male,b1,26
Black,25 to life,No,Some prison sentence,Murder,Male,b1,4
White,90 days,No,Some prison sentence,Theft,Female,b4,3
Black,30 years,No,Some prison sentence,Murder,Male,b1,14
White,Death,Yes,Life in prison/death,Murder,Male,b1,15
Black,25 to life,No,Some prison sentence,Murder,Male,b1,5
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,25 to Life,No,Some prison sentence,Murder,Female,b1,3
Black,6 years,No,Some prison sentence,Robbery,Male,b2,3
Black,17 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Black,40 to 60 years,No,Some prison sentence,Attempted Murder,Male,b1,29
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
White,Life,Yes,Life in prison/death,Murder,Male,b1,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,1
Black,65 years,No,Some prison sentence,Attempted Murder,Male,b1,19
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,9
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,23
Black,18 to life,No,Some prison sentence,Murder,Female,b1,4
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,15
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,24 years,No,Some prison sentence,Murder,Male,b1,6
Black,40 years,No,Some prison sentence,Attempted Murder,Male,b1,38
Black,12 years,No,Some prison sentence,Sexual Assault,Male,b1,14
Black,Death,Yes,Life in prison/death,Murder,Male,b1,18
Black,49 years and 6 months,No,Some prison sentence,Robbery,Male,b2,14
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,19
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,9 to 23 years,No,Some prison sentence,Kidnapping,Male,b3,5
White,5 years to Life,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,2
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,15
Black,16 years,No,Some prison sentence,Robbery,Male,b2,6
Black,8 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
White,4 to 15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
White,5 years,No,Some prison sentence,Fraud,Male,b6,4
Black,17 years,No,Some prison sentence,Child Sex Abuse,Female,b2,6
Black,Life,Yes,Life in prison/death,Murder,Male,b1,10
White,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,31 years,No,Some prison sentence,Sexual Assault,Male,b1,20
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
White,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,45 years,No,Some prison sentence,Sexual Assault,Male,b1,17
Black,25 years,No,Some prison sentence,Robbery,Male,b2,13
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
White,54 days,No,Some prison sentence,Assault,Male,b2,11
Black,31 years,No,Some prison sentence,Assault,Male,b2,40
Black,10 years,No,Some prison sentence,Assault,Male,b2,1
White,15 to life,No,Some prison sentence,Murder,Male,b1,23
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Child Abuse,Female,b2,1
Black,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,25 years,No,Some prison sentence,Murder,Male,b1,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,37
White,20 to life,No,Some prison sentence,Murder,Male,b1,3
White,12 to 50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,10
Black,25 to life,No,Some prison sentence,Murder,Male,b1,15
White,Death,Yes,Life in prison/death,Murder,Male,b1,10
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,13
Asian,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,Life,Yes,Life in prison/death,Murder,Male,b1,21
Hispanic,40 years to Life,No,Some prison sentence,Murder,Male,b1,20
Hispanic,5 years and 10 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,25 to 40 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Black,18 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,29
White,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,24
Black,30 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,Life,Yes,Life in prison/death,Murder,Male,b1,21
White,10 years,No,Some prison sentence,Sexual Assault,Male,b1,3
White,15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,7
White,10 years,No,Some prison sentence,Theft,Male,b4,6
White,Not sentenced,No,Probation/not sentenced/unknown,Fraud,Male,b6,0
Hispanic,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,19
Black,20 to Life,No,Some prison sentence,Murder,Male,b1,32
Black,Life without parole,Yes,Life in prison/death,Drug Possession or Sale,Male,b5,13
Hispanic,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,0
Black,50 to life,No,Some prison sentence,Murder,Male,b1,5
White,16 to life,No,Some prison sentence,Murder,Male,b1,3
Asian,15 days,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,27
Black,6 to 10 years,No,Some prison sentence,Assault,Male,b2,7
Black,18 years,No,Some prison sentence,Child Sex Abuse,Male,b2,5
White,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
